departamento,provincia,municipio,codigo_municipio,codigo,nombre,urbano-rural,camas,latitude,longitude,subsector,tipo,nivel,telefono
La Paz,Murillo,El Alto,20105,200192,Clinica Virgen Candelaria,urbano,11,0.0,0.0,,,,840017
La Paz,Murillo,El Alto,20105,200193,C.S. Alto Lima I Prosalud,urbano,7,0.0,0.0,,,,0
La Paz,Murillo,El Alto,20105,200194,C.S. Sta.Maria De Los Angeles,urbano,12,-16.494126,-68.17696,iglesia,c.s. integral,1,2841312
La Paz,Murillo,El Alto,20105,200195,C.S. Fides (L.Espinal),urbano,18,-16.490923000000002,-68.17694,organismos privados,policlinico,1,2840108
La Paz,Murillo,El Alto,20105,200196,C.S. Intervida,urbano,0,0.0,0.0,,,,0
La Paz,Murillo,El Alto,20105,200197,Plan Vivienda Villa Esperanza,urbano,0,-16.489779000000002,-68.197006,publico,c.s. ambulatorio,1,2862686
La Paz,Murillo,El Alto,20105,200198,Hospital Municipal Los Andes,urbano,65,-16.492854,-68.191124,publico,hospital segundo nivel,2,2841516
La Paz,Murillo,El Alto,20105,200199,C.S. Pro Mujer Villa Adela,urbano,0,-16.533549,-68.19212900000001,organismos no gubernamentales,c.s. ambulatorio,1,60614519
La Paz,Murillo,El Alto,20105,200200,Puerto Mejillones,urbano,0,-16.485469000000002,-68.21339300000001,publico,c.s. ambulatorio,1,2320826
La Paz,Murillo,El Alto,20105,200201,C.S. Espiritu Santo - El Alto,urbano,0,-16.482007,-68.219362,iglesia,c.s. ambulatorio,1,0
La Paz,Murillo,El Alto,20105,200202,Clinica San Martin De Porres,urbano,15,-16.497951,-68.174234,organismos privados,policlinico,1,2840456
La Paz,Murillo,El Alto,20105,200203,Alto Lima Iv,urbano,0,-16.460102,-68.16418900000001,publico,c.s. ambulatorio,1,71926505
La Paz,Murillo,El Alto,20105,200204,Alto Lima Iii,urbano,0,-16.483311999999998,-68.182917,publico,c.s. ambulatorio,1,2321973
La Paz,Murillo,El Alto,20105,200205,San Roque (El Alto),urbano,2,-16.475914000000003,-68.271212,publico,c.s. ambulatorio,1,67180682
La Paz,Murillo,El Alto,20105,200206,Villa Cooperativa,urbano,0,-16.473394,-68.22162,publico,c.s. ambulatorio,1,0
La Paz,Murillo,El Alto,20105,200207,Caja Petrolera De El Alto,urbano,0,-16.5113,-68.16648199999999,seguridad social (cajas),policlinico,1,2816291
La Paz,Omasuyos,Achacachi,20201,200208,Hosp. Achacachi,rural,31,-16.042045,-68.687189,publico,hospital segundo nivel,2,79571157
La Paz,Omasuyos,Achacachi,20201,200209,Ajllata Grande,rural,1,-16.022345,-68.791289,publico,c.s. con internacion,1,65170886
La Paz,Omasuyos,Achacachi,20201,200210,Corpaputo,rural,0,-16.072045000000003,-68.559189,publico,c.s. ambulatorio,1,73737746
La Paz,Omasuyos,Achacachi,20201,200211,Huarina,rural,4,-16.191045000000003,-68.602589,publico,c.s. con internacion,1,72086703
La Paz,Omasuyos,Achacachi,20201,200212,Huatajata,rural,4,-16.199245,-68.706689,publico,c.s. con internacion,1,70119770
La Paz,Omasuyos,Achacachi,20201,200213,Janko Amaya,rural,0,-16.168645,-68.819389,publico,c.s. ambulatorio,1,79135338
La Paz,Omasuyos,Achacachi,20201,200214,Kalaque,rural,0,-16.077345,-68.869989,publico,c.s. ambulatorio,1,60102358
La Paz,Omasuyos,Achacachi,20201,200215,Stgo.De Huata,rural,1,-16.056745000000003,-68.817489,publico,c.s. con internacion,1,69819068
La Paz,Omasuyos,Achacachi,20201,200216,Tacamara,rural,0,-16.008845,-68.603289,publico,c.s. con internacion,1,70542620
La Paz,Omasuyos,Achacachi,20201,200217,Tola Tola,rural,0,-16.106245,-68.709889,publico,c.s. ambulatorio,1,74096019
La Paz,Omasuyos,Achacachi,20201,200218,Umacha (Franz Tamayo),rural,0,-15.926145000000002,-68.742389,publico,c.s. con internacion,1,72563014
La Paz,Omasuyos,Achacachi,20201,200219,Villa Carmen Lipe,rural,0,-16.047845000000002,-68.756489,publico,c.s. ambulatorio,1,67326840
La Paz,Omasuyos,Achacachi,20201,200220,Walata Grande,rural,0,-15.924945000000001,-68.669889,publico,c.s. ambulatorio,1,74050681
La Paz,Omasuyos,Achacachi,20201,200221,Warizata,rural,2,-15.970345000000002,-68.663189,publico,c.s. con internacion,1,73704592
La Paz,Omasuyos,Achacachi,20201,200222,Frasquia,rural,0,-15.980345000000002,-68.588489,publico,c.s. ambulatorio,1,60602517
La Paz,Omasuyos,Achacachi,20201,200223,Coromata Baja,rural,0,-16.154045,-68.554489,publico,c.s. ambulatorio,1,74011284
La Paz,Omasuyos,Ancoraimes,20202,200224,Ancoraimes,rural,5,-15.896945,-68.906289,publico,c.s. con internacion,1,72566713
La Paz,Omasuyos,Ancoraimes,20202,200225,Cajiata,rural,0,-15.911045000000001,-68.860089,publico,c.s. ambulatorio,1,67141340
La Paz,Omasuyos,Ancoraimes,20202,200226,Chejepampa,rural,0,-15.890745,-68.815689,publico,c.s. con internacion,1,70165651
La Paz,Omasuyos,Ancoraimes,20202,200227,Inca Katurapi,rural,0,-15.807345000000002,-68.819789,publico,c.s. ambulatorio,1,71985973
La Paz,Omasuyos,Ancoraimes,20202,200228,C. S. Pocoata,rural,0,-15.936245000000001,-68.79688900000001,publico,c.s. ambulatorio,1,67002659
La Paz,Omasuyos,Ancoraimes,20202,200229,Villa Maca Maca,rural,0,-15.833145000000002,-68.940089,publico,c.s. ambulatorio,1,67313187
La Paz,Pacajes,Coro Coro,20301,200230,Corocoro,rural,7,-17.176445,-68.451789,publico,c.s. integral,1,73208161
La Paz,Pacajes,Coro Coro,20301,200231,General Pando,rural,0,-17.211545,-68.489389,publico,c.s. ambulatorio,1,71512237
La Paz,Pacajes,Coro Coro,20301,200232,Quilloma,rural,0,-17.236745000000003,-68.137389,publico,c.s. ambulatorio,1,76209389
La Paz,Pacajes,Coro Coro,20301,200233,Carlos Palenque A. (Tohopoco),rural,2,-17.172105,-68.24045100000001,publico,c.s. con internacion,1,72585109
La Paz,Pacajes,Coro Coro,20301,200234,Rosapata Huancarama,rural,0,-17.211645,-68.573189,publico,puesto de salud,1,71564897
La Paz,Pacajes,Coro Coro,20301,200235,Murupilar,rural,0,-17.082845000000002,-68.500389,publico,c.s. ambulatorio,1,71512131
La Paz,Pacajes,Caquiaviri,20302,200236,Achiri,rural,2,-17.213845000000003,-69.000189,publico,c.s. con internacion,1,71913701
La Paz,Pacajes,Caquiaviri,20302,200237,Antaquira,rural,0,-17.086645,-68.667889,publico,c.s. ambulatorio,1,74016333
La Paz,Pacajes,Caquiaviri,20302,200238,Caquiaviri,rural,1,-17.021945000000002,-68.604089,publico,c.s. con internacion,1,74014634
La Paz,Pacajes,Caquiaviri,20302,200239,Kasillunca,rural,0,-17.037745,-68.753289,publico,puesto de salud,1,71518306
La Paz,Pacajes,Caquiaviri,20302,200240,Kalla Llallagua,rural,0,-17.216145,-68.869389,publico,puesto de salud,1,73084186
La Paz,Pacajes,Caquiaviri,20302,200241,Jihuacuta,rural,0,-16.856345,-68.667489,publico,c.s. ambulatorio,1,72524211
La Paz,Pacajes,Calacoto,20303,200242,Calacoto,rural,2,-17.282345,-68.632889,publico,c.s. con internacion,1,72594311
La Paz,Pacajes,Calacoto,20303,200243,Condoriquina,rural,0,-17.420445,-69.023689,publico,puesto de salud,1,73712897
La Paz,Pacajes,Calacoto,20303,200244,Gral.Campero,rural,0,-17.469445,-68.914389,publico,c.s. ambulatorio,1,71518306
La Paz,Pacajes,Calacoto,20303,200245,Janko Marca Pacajes,rural,0,-17.296545000000002,-68.913089,publico,puesto de salud,1,76214586
La Paz,Pacajes,Calacoto,20303,200246,Okoruro,rural,0,-17.869745,-68.752489,publico,c.s. ambulatorio,1,67013750
La Paz,Pacajes,Calacoto,20303,200247,Tarquiamaya,rural,0,-17.484845,-68.591089,publico,puesto de salud,1,73058379
La Paz,Pacajes,Calacoto,20303,200248,Ulloma Lerco,rural,0,-17.490545,-68.488089,publico,c.s. ambulatorio,1,0
La Paz,Pacajes,Comanche,20304,200249,Comanche,rural,1,-16.955445,-68.427789,publico,c.s. con internacion,1,71578655
La Paz,Pacajes,Comanche,20304,200250,Rosapata Tuli,rural,0,-16.934845000000003,-68.542489,publico,c.s. ambulatorio,1,72038606
La Paz,Pacajes,Comanche,20304,200251,Cantuyo,rural,0,-16.842145000000002,-68.499989,publico,puesto de salud,1,72577199
La Paz,Pacajes,Charaña,20305,200252,Charana,rural,2,-17.594945000000003,-69.441989,publico,c.s. con internacion,1,77771382
La Paz,Pacajes,Charaña,20305,200253,Sepulturas,rural,0,-17.943445,-69.155789,publico,c.s. ambulatorio,1,71267454
La Paz,Pacajes,Waldo Ballivián,20306,200254,Tumarapi,rural,2,-17.080645,-68.183689,publico,c.s. con internacion,1,0
La Paz,Pacajes,Nazacara de Pacajes,20307,200255,Nazacara,rural,0,-16.937545,-68.76455,publico,c.s. ambulatorio,1,71990177
La Paz,Pacajes,Santiago de Callapa,20308,200256,Centro De Salud Callapa,rural,1,-17.477745000000002,-68.352289,publico,c.s. con internacion,1,73278646
La Paz,Pacajes,Santiago de Callapa,20308,200257,Villa Puchuni,rural,0,-17.283045,-68.313789,publico,c.s. ambulatorio,1,73513173
La Paz,Pacajes,Santiago de Callapa,20308,200258,Calteca,rural,0,-17.361645000000003,-68.184489,publico,puesto de salud,1,67924907
La Paz,Pacajes,Santiago de Callapa,20308,200259,Canuta,rural,0,-17.420845,-68.475089,publico,puesto de salud,1,71211474
La Paz,Camacho,Puerto Acosta,20401,200260,Challapata,rural,0,-15.709145000000001,-69.147389,publico,c.s. ambulatorio,1,73256262
La Paz,Camacho,Puerto Acosta,20401,200261,Chinaya,rural,0,-15.542445,-69.124889,publico,c.s. ambulatorio,1,71985233
La Paz,Camacho,Puerto Acosta,20401,200262,Hospital Escoma,rural,12,-15.662145,-69.12908900000001,publico,hospital segundo nivel,2,72576095
La Paz,Camacho,Puerto Acosta,20401,200263,Humanata,rural,2,-15.468245000000001,-69.130989,publico,c.s. con internacion,1,73011154
La Paz,Camacho,Puerto Acosta,20401,200264,Iquipuni,rural,0,-15.649945,-69.18988900000001,publico,c.s. ambulatorio,1,72097103
La Paz,Camacho,Puerto Acosta,20401,200265,Pacolla,rural,0,-15.419410000000001,-69.198678,publico,puesto de salud,1,71254917
La Paz,Camacho,Puerto Acosta,20401,200266,Pasuja Belen,rural,0,-15.596045000000002,-69.277589,publico,puesto de salud,1,67308570
La Paz,Camacho,Puerto Acosta,20401,200267,Puerto Acosta,rural,2,-15.535445000000001,-69.253389,publico,c.s. integral,1,78960349
La Paz,Camacho,Puerto Acosta,20401,200268,Sallacucho,rural,0,-15.518645000000001,-69.158289,publico,c.s. ambulatorio,1,73710094
La Paz,Camacho,Mocomoco,20402,200269,Ilave,rural,0,-15.364345000000002,-69.014489,publico,puesto de salud,1,71562983
La Paz,Camacho,Mocomoco,20402,200270,Italaque,rural,0,-15.476745000000001,-69.044389,publico,c.s. ambulatorio,1,71563166
La Paz,Camacho,Mocomoco,20402,200271,Moco Moco,rural,2,-15.452445,-68.99808900000001,publico,c.s. con internacion,1,71554719
La Paz,Camacho,Mocomoco,20402,200272,Pacaures,rural,1,-15.587672,-69.063563,publico,c.s. con internacion,1,71256312
La Paz,Camacho,Mocomoco,20402,200273,Queni,rural,0,-15.438845,-68.973189,publico,puesto de salud,1,71562321
La Paz,Camacho,Mocomoco,20402,200274,Quilimas,rural,0,-15.645245000000001,-69.046389,publico,puesto de salud,1,71557416
La Paz,Camacho,Mocomoco,20402,200275,Saphia,rural,0,-15.520345,-69.030989,publico,c.s. ambulatorio,1,71567259
La Paz,Camacho,Mocomoco,20402,200276,Tajani,rural,0,-15.618245000000002,-69.066689,publico,c.s. ambulatorio,1,71561932
La Paz,Camacho,Mocomoco,20402,200277,Wila Kala,rural,3,-15.358045,-69.04518900000001,publico,c.s. con internacion,1,71516818
La Paz,Camacho,Puerto Carabuco,20403,200278,Aguas Calientes,rural,0,-15.786945000000001,-68.972989,publico,c.s. ambulatorio,1,73570967
La Paz,Camacho,Puerto Carabuco,20403,200279,Ambana,rural,1,-15.590445,-68.99338900000001,publico,c.s. con internacion,1,71256710
La Paz,Camacho,Puerto Carabuco,20403,200280,Carabuco,rural,1,-15.757945000000001,-69.063689,publico,c.s. con internacion,1,74012559
La Paz,Camacho,Puerto Carabuco,20403,200281,Copusquia,rural,0,-15.676379,-68.93749,publico,puesto de salud,1,67168897
La Paz,Camacho,Puerto Carabuco,20403,200282,Mollipongo,rural,0,-15.677345,-69.013289,publico,puesto de salud,1,74051197
La Paz,Camacho,Puerto Carabuco,20403,200283,Chaguaya,rural,1,-15.795645,-69.033289,publico,c.s. con internacion,1,72073557
La Paz,Camacho,Puerto Carabuco,20403,200284,Santiago De Okola,rural,0,-15.857245,-68.983189,publico,c.s. ambulatorio,1,73257079
La Paz,Camacho,Puerto Carabuco,20403,200285,Yaricoa,rural,0,-15.688645000000001,-69.097589,publico,puesto de salud,1,73575193
La Paz,Camacho,Puerto Carabuco,20403,200286,Huilacunca,rural,0,-15.557652,-68.944686,publico,puesto de salud,1,74036077
La Paz,Muñecas,Chuma,20501,200287,Chuma,rural,1,-15.480245000000002,-68.899789,publico,c.s. con internacion,1,73261466
La Paz,Muñecas,Chuma,20501,200288,Jichuhuaya,rural,0,-15.679845000000002,-68.839889,publico,c.s. ambulatorio,1,71571805
La Paz,Muñecas,Chuma,20501,200289,Sococoni,rural,1,-15.695745,-68.876689,publico,c.s. con internacion,1,68002006
La Paz,Muñecas,Chuma,20501,200290,Timusi,rural,0,-15.667745000000002,-68.859689,publico,c.s. ambulatorio,1,73236722
La Paz,Muñecas,Chuma,20501,200291,C.S.Titicachi,rural,2,-15.501603,-68.824347,iglesia,c.s. con internacion,1,71910775
La Paz,Muñecas,Chuma,20501,200292,Chajlaya,rural,0,-15.681745000000001,-68.903989,publico,c.s. ambulatorio,1,74867794
La Paz,Muñecas,Ayata,20502,200293,Ayata,rural,4,-15.459845999999999,-68.83579,publico,c.s. integral,1,71214933
La Paz,Muñecas,Ayata,20502,200294,Mollo,rural,0,-15.510173000000002,-68.80283399999999,publico,c.s. ambulatorio,1,71217529
La Paz,Muñecas,Ayata,20502,200295,Sayhuani,rural,1,-15.322845000000001,-68.753189,publico,c.s. con internacion,1,67111093
La Paz,Muñecas,Ayata,20502,200296,Camata,rural,4,-15.240245000000002,-68.748589,publico,c.s. con internacion,1,73011588
La Paz,Muñecas,Ayata,20502,200297,Cuibaja,rural,0,-15.378145000000002,-68.759889,publico,puesto de salud,1,74040235
La Paz,Muñecas,Aucapata,20503,200298,Aucapata,rural,0,-15.472345,-68.690889,publico,puesto de salud,1,73091805
La Paz,Muñecas,Aucapata,20503,200299,Huanco,rural,0,-15.408045000000001,-68.685289,publico,c.s. ambulatorio,1,67050786
La Paz,Muñecas,Aucapata,20503,200300,Memeconi,rural,0,-15.442845000000002,-68.605289,publico,c.s. ambulatorio,1,73091780
La Paz,Muñecas,Aucapata,20503,200301,Yanahuaya,rural,1,-15.453745000000001,-68.698589,publico,c.s. con internacion,1,68108155
La Paz,Larecaja,Sorata,20601,200302,Chuchulaya,rural,6,-15.716445000000002,-68.732989,publico,c.s. con internacion,1,73087913
La Paz,Larecaja,Sorata,20601,200303,Chussi,rural,0,-15.627345000000002,-68.232089,publico,puesto de salud,1,0
La Paz,Larecaja,Sorata,20601,200304,Ilabaya(Chejje),rural,0,-15.807845,-68.656189,publico,puesto de salud,1,0
La Paz,Larecaja,Sorata,20601,200305,Laripata,rural,0,-15.751145000000001,-68.673389,publico,c.s. ambulatorio,1,71581864
La Paz,Larecaja,Sorata,20601,200306,Millipaya,rural,0,-15.871145,-68.621189,publico,c.s. ambulatorio,1,71934565
La Paz,Larecaja,Sorata,20601,200307,Sorata,rural,6,-15.772945000000002,-68.65008900000001,publico,c.s. integral,1,73525447
La Paz,Larecaja,Sorata,20601,200308,Obispo Bosque,rural,0,-15.708245000000002,-68.697289,publico,c.s. ambulatorio,1,77740802
La Paz,Larecaja,Sorata,20601,200309,Yani,rural,0,-15.634345000000001,-68.538389,publico,c.s. ambulatorio,1,73575934
La Paz,Larecaja,Sorata,20601,200310,Ancoma,rural,0,-15.732145000000001,-68.469589,publico,puesto de salud,1,71920354
La Paz,Larecaja,Teoponte,20608,200311,Alto Tomachi,rural,0,-15.478445,-67.741989,publico,puesto de salud,1,0
La Paz,Larecaja,Guanay,20602,200312,Amaguaya,rural,0,-15.986545000000001,-68.290789,publico,c.s. con internacion,1,73205435
La Paz,Larecaja,Guanay,20602,200313,Ambulatrio Carura,rural,0,-15.426845000000002,-67.964489,publico,puesto de salud,1,72065262
La Paz,Larecaja,Mapiri,20607,200314,Chimate,rural,0,-15.398845000000001,-68.158589,publico,c.s. ambulatorio,1,67022471
La Paz,Larecaja,Guanay,20602,200315,Guanay,rural,10,-15.497445,-67.880889,publico,c.s. integral,1,72582163
La Paz,Larecaja,Mapiri,20607,200316,Mapiri,rural,4,-15.311445,-68.227789,publico,c.s. con internacion,1,67011346
La Paz,Larecaja,Teoponte,20608,200317,Mayaya,rural,2,-15.411345,-67.610389,publico,c.s. con internacion,1,74034061
La Paz,Larecaja,Mapiri,20607,200318,Santa Rosa,rural,4,-15.322745000000001,-68.325789,publico,c.s. con internacion,1,73287079
La Paz,Larecaja,Teoponte,20608,200319,Santo Domingo,rural,0,-15.672345000000002,-67.649789,publico,c.s. ambulatorio,1,73021938
La Paz,Larecaja,Teoponte,20608,200320,Tajlihui,rural,0,-15.684245,-67.690689,publico,puesto de salud,1,0
La Paz,Larecaja,Guanay,20602,200321,Taniplaya,rural,0,-15.365245000000002,-67.890689,publico,puesto de salud,1,73224268
La Paz,Larecaja,Teoponte,20608,200322,Teoponte,rural,4,-15.495445000000002,-67.819089,publico,c.s. integral,1,72582163
La Paz,Larecaja,Guanay,20602,200323,Villa Florida,rural,0,-15.656145,-67.728689,publico,c.s. ambulatorio,1,74039674
La Paz,Larecaja,Mapiri,20607,200324,Achiquiri,rural,0,-15.244645000000002,-68.210889,publico,puesto de salud,1,0
La Paz,Larecaja,Tacacoma,20603,200325,Conzata,rural,1,-15.380345000000002,-68.51008900000001,publico,c.s. con internacion,1,73595040
La Paz,Larecaja,Tacacoma,20603,200326,Tacacoma,rural,9,-15.589045,-68.646389,publico,c.s. con internacion,1,71273206
La Paz,Larecaja,Quiabaya,20604,200327,Quiabaya,rural,2,-15.635245000000001,-68.704089,publico,c.s. con internacion,1,72542044
La Paz,Larecaja,Combaya,20605,200328,Combaya,rural,0,-15.805345,-68.755289,publico,c.s. con internacion,1,74085909
La Paz,Larecaja,Combaya,20605,200329,Sorejaya,rural,0,-15.827645,-68.763389,publico,c.s. ambulatorio,1,73704592
La Paz,Larecaja,Tipuani,20606,200330,Chima,rural,2,-15.580345000000001,-68.063089,publico,c.s. con internacion,1,67063628
La Paz,Larecaja,Tipuani,20606,200331,C.S. Chuquini,rural,0,0.0,0.0,,,,0
La Paz,Larecaja,Tipuani,20606,200332,Tipuani,rural,6,-15.565245,-68.021389,publico,c.s. integral,1,77798056
La Paz,Larecaja,Tipuani,20606,200333,Unutuluni,rural,2,-15.595245000000002,-68.104489,publico,c.s. con internacion,1,73733987
La Paz,Franz Tamayo,Apolo,20701,200334,Apolo,rural,12,-14.718145000000002,-68.417389,publico,c.s. integral,1,68172720
La Paz,Franz Tamayo,Apolo,20701,200335,Aten,rural,0,-14.941145,-68.323289,publico,c.s. ambulatorio,1,73726836
La Paz,Franz Tamayo,Apolo,20701,200336,Puchahui,rural,0,-14.867145,-68.435889,publico,c.s. ambulatorio,1,68062530
La Paz,Franz Tamayo,Apolo,20701,200337,S.Cruz Valle Ameno,rural,2,-14.640645000000001,-68.530689,publico,c.s. con internacion,1,78826755
La Paz,Franz Tamayo,Apolo,20701,200338,Siphia,rural,0,-14.459145000000001,-68.373689,publico,c.s. ambulatorio,1,68065945
La Paz,Franz Tamayo,Pelechuco,20702,200339,Antaquilla,rural,0,-14.880445000000002,-69.269289,publico,c.s. ambulatorio,1,71570798
La Paz,Franz Tamayo,Pelechuco,20702,200340,Pelechuco,rural,2,-14.799645000000002,-69.063789,publico,c.s. con internacion,1,73267288
La Paz,Franz Tamayo,Pelechuco,20702,200341,Suchez,rural,0,-14.796192000000001,-69.271867,publico,c.s. ambulatorio,1,67145235
La Paz,Franz Tamayo,Pelechuco,20702,200342,Hilo Hilo,rural,0,-14.924745000000001,-69.057889,publico,c.s. ambulatorio,1,67071497
La Paz,Franz Tamayo,Pelechuco,20702,200343,Ulla Ulla,rural,12,-15.044345000000002,-69.253489,publico,c.s. con internacion,1,67144760
La Paz,Ingavi,Viacha,20801,200344,Chacoma - Viacha,rural,0,-16.815745,-68.314989,publico,c.s. ambulatorio,1,73227628
La Paz,Ingavi,Jesús de Machaca,20806,200345,Chama,rural,4,-16.796045,-68.579189,publico,c.s. con internacion,1,73513027
La Paz,Ingavi,Viacha,20801,200346,Collagua,rural,0,-16.702345,-68.416689,publico,c.s. ambulatorio,1,73531490
La Paz,Ingavi,San Andrés de Machaca,20805,200347,Conchacollo,rural,0,-16.733645000000003,-68.99808900000001,publico,c.s. ambulatorio,1,67079730
La Paz,Ingavi,Viacha,20801,200348,Coniri,rural,0,-16.771645,-68.409289,publico,c.s. ambulatorio,1,67040377
La Paz,Ingavi,Jesús de Machaca,20806,200349,Corpa,rural,9,-16.673045000000002,-68.894989,publico,c.s. integral,1,7126214
La Paz,Ingavi,Viacha,20801,200350,Hilata Centro,rural,0,-16.684045,-68.375189,publico,c.s. ambulatorio,1,67147433
La Paz,Ingavi,Viacha,20801,200351,Jalsuri,rural,0,-16.757245,-68.241089,publico,c.s. ambulatorio,1,65129632
La Paz,Ingavi,Jesús de Machaca,20806,200352,Jesus De Machaca,rural,3,-16.744545000000002,-68.807989,publico,c.s. con internacion,1,73544992
La Paz,Ingavi,San Andrés de Machaca,20805,200353,Laquinamaya,rural,0,-16.949845,-69.192489,publico,c.s. ambulatorio,1,67150584
La Paz,Ingavi,San Andrés de Machaca,20805,200354,San Andres De Machaca,rural,2,-16.953345000000002,-68.968589,publico,c.s. con internacion,1,71935143
La Paz,Ingavi,Jesús de Machaca,20806,200355,Santo Domingo,rural,0,-16.848145000000002,-68.63938900000001,publico,c.s. ambulatorio,1,72555362
La Paz,Ingavi,Jesús de Machaca,20806,200356,Sullcatiti Khonkho,rural,4,-16.775845,-68.701589,publico,c.s. con internacion,1,72003740
La Paz,Ingavi,Viacha,20801,200357,Florida,rural,0,-16.591645,-68.248989,publico,c.s. con internacion,1,65690123
La Paz,Ingavi,Viacha,20801,200358,C.S .Viacha,rural,0,-16.651324,-68.299882,publico,c.s. ambulatorio,1,71223023
La Paz,Ingavi,Viacha,20801,200359,C.S. Misiones Mundiales,rural,0,0.0,0.0,,,,70578435
La Paz,Ingavi,San Andrés de Machaca,20805,200360,Villa Pusuma,rural,0,-16.825545,-69.164289,publico,c.s. ambulatorio,1,73048859
La Paz,Ingavi,Viacha,20801,200361,Villa Remedios,rural,0,-16.773045,-68.174389,publico,c.s. con internacion,1,73242000
La Paz,Ingavi,Viacha,20801,200362,Policlinico Viacha,rural,0,0.0,0.0,,,,70582838
La Paz,Ingavi,Guaqui,20802,200363,Andamarca,rural,0,-16.595645,-68.742789,publico,c.s. ambulatorio,1,76566725
La Paz,Ingavi,Guaqui,20802,200364,Copajira,rural,0,-16.613445000000002,-68.787289,publico,c.s. ambulatorio,1,68115361
La Paz,Ingavi,Guaqui,20802,200365,Guaqui,rural,2,-16.597845,-68.837489,publico,c.s. integral,1,65620768
La Paz,Ingavi,Guaqui,20802,200366,Kassa Sta. Rosa,rural,0,-16.601245000000002,-68.906989,publico,c.s. ambulatorio,1,73279998
La Paz,Ingavi,Tiahuanacu,20803,200367,Achaca,rural,0,-16.596445000000003,-68.664289,publico,c.s. ambulatorio,1,73270038
La Paz,Ingavi,Tiahuanacu,20803,200368,Caluyo,rural,0,-16.606345,-68.620589,publico,c.s. ambulatorio,1,73553371
La Paz,Ingavi,Tiahuanacu,20803,200369,Huacullani,rural,0,-16.442045,-68.743689,publico,c.s. con internacion,1,70615662
La Paz,Ingavi,Tiahuanacu,20803,200370,Chiripa,rural,0,-16.436220000000002,-68.83086,publico,c.s. ambulatorio,1,68021189
La Paz,Ingavi,Taraco,20807,200371,Nachoca,rural,0,-16.439745000000002,-68.894889,publico,c.s. ambulatorio,1,72092797
La Paz,Ingavi,Tiahuanacu,20803,200372,Pillapi,rural,0,-16.505145000000002,-68.767089,publico,c.s. ambulatorio,1,71576089
La Paz,Ingavi,Taraco,20807,200373,Taraco,rural,1,-16.456945,-68.859489,publico,c.s. con internacion,1,71268342
La Paz,Ingavi,Tiahuanacu,20803,200374,Tiahuanacu,rural,5,-16.552645000000002,-68.681289,publico,c.s. integral,1,71932075
La Paz,Ingavi,Tiahuanacu,20803,200375,C.S. Intervida-R,rural,0,0.0,0.0,,,,0
La Paz,Ingavi,Desaguadero,20804,200376,Desaguadero,rural,3,-16.567145,-69.033789,publico,c.s. integral,1,71294417
La Paz,Ingavi,Desaguadero,20804,200377,San Juan De Huancollo,rural,0,-16.594245,-68.951789,publico,c.s. ambulatorio,1,72016365
La Paz,Loayza,Luribay,20901,200378,P.S. Anchallani,rural,0,-17.134445,-67.685389,iglesia,puesto de salud,1,67001718
La Paz,Loayza,Luribay,20901,200379,Luribay,rural,4,-17.061945,-67.661589,publico,c.s. con internacion,1,67083787
La Paz,Loayza,Luribay,20901,200380,Azambo,rural,2,-17.005145000000002,-67.63378900000001,publico,c.s. con internacion,1,71245952
La Paz,Loayza,Luribay,20901,200381,Poroma,rural,1,-17.168445000000002,-67.544289,publico,c.s. ambulatorio,1,67017670
La Paz,Loayza,Luribay,20901,200382,Pucuma,rural,1,-17.129145,-67.602389,publico,c.s. con internacion,1,73213421
La Paz,Loayza,Luribay,20901,200383,Porvenir,rural,0,-17.024845000000003,-67.56018900000001,publico,c.s. ambulatorio,1,67358014
La Paz,Loayza,Sapahaqui,20902,200384,Caracato,rural,0,-16.998945000000003,-67.809089,publico,c.s. con internacion,1,0
La Paz,Loayza,Sapahaqui,20902,200385,Muruhuta,rural,0,-17.102245,-67.832689,publico,puesto de salud,1,74022754
La Paz,Loayza,Sapahaqui,20902,200386,Sapahaqui,rural,2,-16.889045,-67.949589,publico,c.s. con internacion,1,73037808
La Paz,Loayza,Sapahaqui,20902,200387,Khola,rural,0,-16.908545,-67.713189,publico,puesto de salud,1,67317426
La Paz,Loayza,Yaco,20903,200388,Caxata,rural,0,-17.148445000000002,-67.345089,publico,puesto de salud,1,76209992
La Paz,Loayza,Yaco,20903,200389,Conchamarca,rural,0,-17.111945000000002,-67.491089,publico,puesto de salud,1,73028523
La Paz,Loayza,Yaco,20903,200390,Tablachaca,rural,2,-17.176645,-67.338289,publico,c.s. con internacion,1,67003763
La Paz,Loayza,Yaco,20903,200391,Villa Puchuni (Yaco),rural,0,-17.271245,-67.334889,publico,c.s. ambulatorio,1,72508779
La Paz,Loayza,Yaco,20903,200392,Yaco,rural,4,-17.157445000000003,-67.410589,publico,c.s. con internacion,1,67003761
La Paz,Loayza,Malla,20904,200393,Jachapampa,rural,2,-16.996345,-67.49468900000001,publico,c.s. con internacion,1,71929384
La Paz,Loayza,Malla,20904,200394,Malla,rural,2,-17.041645000000003,-67.451189,publico,c.s. con internacion,1,68003630
La Paz,Loayza,Cairoma,20905,200395,Cairoma,rural,1,-16.903545,-67.540089,publico,c.s. con internacion,1,68041904
La Paz,Loayza,Cairoma,20905,200396,Corocuta,rural,2,-16.947445000000002,-67.560389,publico,c.s. con internacion,1,0
