type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Zona,properties/IdTipo,properties/Tipo,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones
Feature,plazasparques.172,Point,-68.11811203,-16.47488748,geom,Del Maestro,Villa Fátima,1,Plaza,13,,gustavo.nao,2018-09-11T22:47:28.597Z,
Feature,plazasparques.173,Point,-68.13561483,-16.4914285,geom,Riosinho,Norte Caja de Agua,1,Plaza,11,,gmatta,2016-06-02T22:13:42.367Z,
Feature,plazasparques.174,Point,-68.11835158,-16.46819072,geom,Apolo,La Mercéd,1,Plaza,13,,gustavo.nao,2018-09-11T22:47:59.860Z,
Feature,plazasparques.175,Point,-68.11346322,-16.46901764,geom,Arturo Borda,Villa El Carmen,1,Plaza,13,,gustavo.nao,2018-09-11T22:48:50.057Z,
Feature,plazasparques.176,Point,-68.15413336,-16.49541063,geom,27 De Mayo,Bajo Tejar,1,Plaza,8,,gustavo.nao,2016-06-11T20:16:25.607Z,
Feature,plazasparques.177,Point,-68.1174707,-16.47786599,geom,16 de julio,Barrio Petrolero,1,Plaza,13,,gustavo.nao,2018-09-11T22:49:32.187Z,
Feature,plazasparques.178,Point,-68.10299714,-16.56474892,geom,De La Juventud,Mallasilla,1,Plaza,20,,lchurata,2016-06-02T22:39:58.110Z,Ubicado en la calle D
Feature,plazasparques.179,Point,-68.09827598,-16.56755636,geom,Mallasilla,Mallasilla,1,Plaza,20,,gustavo.nao,2018-09-11T22:26:12.397Z,"Av. Altamirano / hay dos plazas con el mismo nombre, uno cerca del otro, se sugiere borrar."
Feature,plazasparques.180,Point,-68.09004931,-16.56929818,geom,2 de Febrero,Mallasa,1,Plaza,20,,,,
Feature,plazasparques.181,Point,-68.1179834,-16.47038797,geom,La Merced,La Mercéd,1,Plaza,13,,gustavo.nao,2018-09-11T22:49:41.580Z,
Feature,plazasparques.182,Point,-68.12093704,-16.47635613,geom,Arandia,Villa Fátima,1,Plaza,13,,gustavo.nao,2018-09-11T22:49:58.063Z,
Feature,plazasparques.183,Point,-68.12000837,-16.48312293,geom,De Las Letras,Villa Fátima,1,Plaza,13,,gustavo.nao,2018-09-11T22:50:04Z,
Feature,plazasparques.184,Point,-68.11687733,-16.47887005,geom,21 de julio,Barrio Petrolero,1,Plaza,13,,gustavo.nao,2018-09-11T22:50:18.040Z,
Feature,plazasparques.185,Point,-68.1489173,-16.4786636,geom,Rene Barrientos,Vino Tinto Bajo,1,Plaza,11,,gmatta,2016-06-02T21:58:47.890Z,
Feature,plazasparques.186,Point,-68.13773043,-16.48749,geom,La Tortuguita,Pedro Kramer,1,Plaza,11,,gmatta,2016-06-02T22:02:21.560Z,
Feature,plazasparques.187,Point,-68.11914921,-16.50945199,geom,Ladislao Cabrera,Miraflores Sur,1,Plaza,2,,carlos.medrano,2016-06-13T15:14:14.853Z,
Feature,plazasparques.188,Point,-68.12133123,-16.49445681,geom,Monumento Busch,Miraflores,1,Plaza,2,,carlos.medrano,2016-06-13T15:14:12.420Z,
Feature,plazasparques.189,Point,-68.120234,-16.49310436,geom,Benito Juarez (Cruz Roja Boliviana),Miraflores,1,Plaza,2,,carlos.medrano,2016-06-13T15:14:09.887Z,
Feature,plazasparques.190,Point,-68.13700515,-16.49633889,geom,San Francisco (Libertador Bolivar),San Sebastián,1,Plaza,1,,carlos.medrano,2016-06-13T15:14:06.893Z,
Feature,plazasparques.191,Point,-68.13514498,-16.49854915,geom,Soldado Desconocido (Obelisco),Casco Viejo,1,Plaza,1,,carlos.medrano,2016-06-13T15:13:58.580Z,
Feature,plazasparques.192,Point,-68.14175959,-16.4975669,geom,Marcelo Quiroga Santa Cruz,El Rosario,1,Plaza,1,,carlos.medrano,2016-06-13T15:48:28.293Z,
Feature,plazasparques.193,Point,-68.14458892,-16.49319757,geom,Nudo Vita,San Sebastián,1,Plaza,1,,carlos.medrano,2016-06-13T15:13:19.400Z,
Feature,plazasparques.194,Point,-68.14353351,-16.49249731,geom,Kennedy,San Sebastián,1,Plaza,1,,carlos.medrano,2016-06-13T15:11:54.393Z,
Feature,plazasparques.195,Point,-68.1371082,-16.49424144,geom,Pérez Velasco,San Sebastián,1,Plaza,1,,carlos.medrano,2016-06-13T15:11:47.273Z,
Feature,plazasparques.196,Point,-68.13080463,-16.49601882,geom,Mario Guzmán Aspiazu (Del Periodista),Casco Viejo,1,Plaza,1,,clara.revollo,2016-08-04T13:29:53.733Z,
Feature,plazasparques.197,Point,-68.12884834,-16.49717147,geom,Yungas,Casco Viejo,1,Plaza,1,,carlos.medrano,2016-06-13T15:11:08.037Z,
Feature,plazasparques.198,Point,-68.12594231,-16.49713366,geom,Natalia Palacios,Miraflores,1,Plaza,2,,carlos.medrano,2016-06-13T15:11:02.733Z,
Feature,plazasparques.199,Point,-68.13144382,-16.5034834,geom,El Prado,San Pedro,1,Plaza,1,,carlos.medrano,2016-06-13T15:10:56.670Z,
Feature,plazasparques.200,Point,-68.13288143,-16.50016149,geom,Marina Nuñez del Prado,Casco Viejo,1,Plaza,1,,carlos.medrano,2016-06-13T15:10:51.050Z,
Feature,plazasparques.201,Point,-68.13001687,-16.50528397,geom,Del Bi-Centenario,Sopocachi,1,Plaza,1,,carlos.medrano,2016-06-13T15:10:44.183Z,
Feature,plazasparques.202,Point,-68.11871848,-16.51631596,geom,Confucia,San Jorge,1,Plaza,1,,carlos.medrano,2016-06-13T15:10:17.503Z,
Feature,plazasparques.203,Point,-68.13065378,-16.49797491,geom,Tomas Frias,Santa Barbara,1,Plaza,1,,carlos.medrano,2016-06-13T15:10:09.170Z,
Feature,plazasparques.204,Point,-68.13363586,-16.50065735,geom,Venezuela,San Pedro,1,Plaza,1,,carlos.medrano,2016-06-13T15:09:01.253Z,
Feature,plazasparques.205,Point,-68.12789944,-16.49933769,geom,Gruta Santa Barbara,Santa Barbara,1,Plaza,1,,carlos.medrano,2016-06-13T15:08:53.070Z,
Feature,plazasparques.206,Point,-68.13612049,-16.49549471,geom,De las Culturas,Casco Viejo,1,Plaza,1,,carlos.medrano,2016-06-13T15:08:45.313Z,
Feature,plazasparques.207,Point,-68.12341927,-16.50272013,geom,Del Médico,Miraflores Sur,1,Plaza,2,,carlos.medrano,2016-06-13T15:08:38.110Z,
Feature,plazasparques.208,Point,-68.13401411,-16.49797393,geom,Emilio Villanueva,Casco Viejo,1,Plaza,1,,carlos.medrano,2016-06-13T15:08:23.647Z,
Feature,plazasparques.209,Point,-68.12539472,-16.50157516,geom,De Las tradiciones,Santa Barbara,1,Plaza,2,,carlos.medrano,2016-06-13T15:08:16.330Z,
Feature,plazasparques.210,Point,-68.0902492,-16.49966501,geom,Callapa,Callapa,1,Plaza,17,,,,
Feature,plazasparques.211,Point,-68.06411817,-16.51675163,geom,Rafael Mendoza,Violetas,1,Plaza,18,,clara.revollo,2016-06-02T21:58:22.593Z,
Feature,plazasparques.212,Point,-68.08111621,-16.54290333,geom,Balaguer,CALACOTO,1,Plaza,18,,clara.revollo,2016-06-10T14:18:12.730Z,
Feature,plazasparques.214,Point,-68.0919539,-16.55247504,geom,Av. Hernan Siles Zuazo,Aranjuez,2,Parque,20,lchurata,lchurata,2016-06-06T13:00:07.253Z,Parque sin nombre.
Feature,plazasparques.215,Point,-68.12576467,-16.492101,geom,Humberto Vasquez,Alto San Juan,1,Plaza,12,gmatta,gmatta,2016-06-02T22:25:34.813Z,
Feature,plazasparques.216,Point,-68.127156,-16.4792926,geom,Ferroviario,Barrio Ferroviario,1,Plaza,12,gmatta,clara.revollo,2016-06-10T14:11:56.183Z,
Feature,plazasparques.218,Point,-68.12823333,-16.47215399,geom,8 calles,Alto las Delicias D-1,2,Parque,12,gmatta,gmatta,2016-06-02T22:31:47.740Z,
Feature,plazasparques.219,Point,-68.14524599,-16.44570464,geom,Luis Espinal,Las Nieves,1,Plaza,11,gmatta,gmatta,2016-06-02T22:33:28.870Z,
Feature,plazasparques.220,Point,-68.09815382,-16.56177192,geom,,Providencia,2,Parque,20,lchurata,clara.revollo,2016-06-25T20:47:31.713Z,Parque de zona
Feature,plazasparques.221,Point,-68.11456015,-16.56614232,geom,De Los Duendes,Isla Verde,2,Parque,20,lchurata,lchurata,2016-06-02T22:43:36.210Z,
Feature,plazasparques.222,Point,-68.09813181,-16.56758838,geom,Av. Altamirano,Mallasilla,2,Parque,20,lchurata,lchurata,2016-06-02T22:45:37.080Z,
Feature,plazasparques.223,Point,-68.09837488,-16.56699661,geom,Mallasilla,Mallasilla,1,Plaza,20,lchurata,clara.revollo,2016-06-25T20:43:31.583Z,
Feature,plazasparques.225,Point,-68.08991941,-16.56912164,geom,2 de Febrero,Mallasa,2,Parque,20,lchurata,clara.revollo,2016-06-25T20:38:18.243Z,Parque de zona
Feature,plazasparques.227,Point,-68.08606721,-16.56810168,geom,,Mallasa,2,Parque,20,lchurata,clara.revollo,2016-06-25T20:40:24.163Z,Parque de zona
Feature,plazasparques.229,Point,-68.11648227,-16.49324698,geom,Rafael Ballivian (Plazuela),Villa Copacabana,1,Plaza,14,mbautista,mbautista,2016-06-13T20:52:12.587Z,
Feature,plazasparques.230,Point,-68.11538713,-16.49207179,geom,Libertad,Villa Copacabana,2,Parque,14,mbautista,mbautista,2016-06-03T23:41:34.523Z,
Feature,plazasparques.231,Point,-68.11645224,-16.49003509,geom,Carlos Blanco (Plazuela),Sud Copacabana,1,Plaza,14,mbautista,mbautista,2016-06-13T20:53:41.017Z,
Feature,plazasparques.232,Point,-68.11660346,-16.48763829,geom,Inca Sebastian Acosta (Plazuela),Villa Copacabana,1,Plaza,14,mbautista,mbautista,2016-06-13T20:55:04.537Z,
Feature,plazasparques.240,Point,-68.11425248,-16.48430396,geom,5 de Agosto,Pacasa,1,Plaza,14,mbautista,mbautista,2016-06-04T00:02:16.187Z,
Feature,plazasparques.243,Point,-68.11561214,-16.49768828,geom,Luis Tapia,Villa San Antonio,1,Plaza,15,mbautista,mbautista,2016-06-04T00:19:52.733Z,
Feature,plazasparques.245,Point,-68.1075965,-16.50369051,geom,Distrital,Alto Villa San Antonio,2,Parque,15,mbautista,mbautista,2016-06-04T00:26:31.603Z,
Feature,plazasparques.246,Point,-68.1074454,-16.49945687,geom,29 de Abril,29 de Abril,2,Parque,15,mbautista,mbautista,2016-06-13T20:57:22.787Z,
Feature,plazasparques.247,Point,-68.10917236,-16.4995718,geom,Infantil,San Antonio,2,Parque,15,mbautista,mbautista,2016-06-04T00:30:46.507Z,
Feature,plazasparques.249,Point,-68.1099225,-16.49616329,geom,Capilla,Sector Capilla,2,Parque,15,mbautista,mbautista,2016-06-04T00:34:44.420Z,
Feature,plazasparques.255,Point,-68.1158506,-16.49659212,geom,Niño Jesús,Villa San Antonio,2,Parque,15,mbautista,mbautista,2016-06-04T00:51:41.967Z,
Feature,plazasparques.256,Point,-68.11047777,-16.50123259,geom,,Sector 6,1,Plaza,15,mbautista,mbautista,2016-06-04T00:55:13.580Z,
Feature,plazasparques.257,Point,-68.10157023,-16.5057312,geom,San Juan,Pampahasi San Juan,1,Plaza,16,mbautista,mbautista,2016-06-04T00:57:04.120Z,
Feature,plazasparques.258,Point,-68.10192353,-16.50165792,geom,,Pampahasi Central Bajo,2,Parque,16,mbautista,mbautista,2016-06-04T00:58:49.087Z,
Feature,plazasparques.259,Point,-68.10449724,-16.50247886,geom,Santo Domingo,Pampahasi Santo Domingo,2,Parque,16,mbautista,mbautista,2016-06-04T00:59:41.847Z,
Feature,plazasparques.260,Point,-68.10462336,-16.50072672,geom,10 de Enero,Pampahasi Central Bajo,2,Parque,16,mbautista,mbautista,2016-06-04T01:00:16.153Z,
Feature,plazasparques.264,Point,-68.10051218,-16.49483731,geom,Ergueta,Sector Cervecería,1,Plaza,16,mbautista,mbautista,2016-06-04T01:04:42.857Z,
Feature,plazasparques.267,Point,-68.10342122,-16.49117994,geom,Sector Guardia (Plazuela),Pampahasi Sector Guardia,1,Plaza,16,mbautista,mbautista,2016-06-13T21:18:40.993Z,
Feature,plazasparques.268,Point,-68.10046825,-16.49298954,geom,Sector Antena Entel (Plazuela),Antenas Entel,1,Plaza,16,mbautista,mbautista,2016-06-13T21:20:05.377Z,
Feature,plazasparques.270,Point,-68.09831091,-16.49008866,geom,,Tihuanacu las Guindas,1,Plaza,16,mbautista,mbautista,2016-06-04T01:14:58.500Z,
Feature,plazasparques.271,Point,-68.09708039,-16.48674252,geom,Distrital,Sector Graficos,2,Parque,16,mbautista,mbautista,2016-06-04T01:15:55.903Z,
Feature,plazasparques.273,Point,-68.09391647,-16.48596956,geom,Cosmos,Cosmos 85,1,Plaza,16,mbautista,mbautista,2016-06-04T01:17:35.643Z,
Feature,plazasparques.274,Point,-68.11192214,-16.50952502,geom,Espiritu Santo,Villa Armonia,2,Parque,17,mbautista,mbautista,2016-06-04T01:20:00.740Z,
Feature,plazasparques.275,Point,-68.10839205,-16.51384928,geom,Elizardo Perez,Bajo San Isidro,1,Plaza,17,mbautista,mbautista,2016-06-04T01:24:13.827Z,
Feature,plazasparques.276,Point,-68.09413358,-16.55404432,geom,Golondrinas,Amor de Dios,2,Parque,20,lchurata,clara.revollo,2016-06-25T20:46:29.067Z,
Feature,plazasparques.277,Point,-68.07199917,-16.59012015,geom,,Jupapina,2,Parque,20,lchurata,clara.revollo,2016-06-25T20:42:20.843Z,
Feature,plazasparques.278,Point,-68.08867387,-16.56836824,geom,Infantil,Mallasa,2,Parque,20,lchurata,gustavo.nao,2018-09-11T22:30:23.007Z,
Feature,plazasparques.279,Point,-68.13536793,-16.1730271,geom,Cañaviri,,1,Plaza,23,gustavo.nao,gustavo.nao,2016-06-08T19:22:59.637Z,
Feature,plazasparques.280,Point,-68.05133969,-16.09630973,geom,Villa Esperanza,,1,Plaza,23,gustavo.nao,gustavo.nao,2016-06-08T19:27:11.783Z,
Feature,plazasparques.281,Point,-68.12634415,-16.20233731,geom,,Botijlaca,2,Parque,23,gustavo.nao,gustavo.nao,2016-06-08T19:47:41.053Z,
Feature,plazasparques.282,Point,-68.1374525,-16.17434394,geom,,Cañaviri,2,Parque,23,gustavo.nao,gustavo.nao,2016-06-08T20:01:27.743Z,
Feature,plazasparques.283,Point,-68.14360794,-16.11273097,geom,,Coscapa,2,Parque,23,gustavo.nao,gustavo.nao,2016-06-08T20:05:04.353Z,
Feature,plazasparques.284,Point,-68.04428961,-16.0928452,geom,,Islani Bajo,2,Parque,23,gustavo.nao,gustavo.nao,2016-06-08T20:09:23.800Z,
Feature,plazasparques.285,Point,-68.05230477,-16.10119121,geom,,Pueblo de Zongo,2,Parque,23,gustavo.nao,gustavo.nao,2016-06-08T20:13:22.013Z,
Feature,plazasparques.286,Point,-68.0032526,-16.04652643,geom,,Huaylipaya,2,Parque,23,gustavo.nao,gustavo.nao,2016-06-08T20:17:38.297Z,
Feature,plazasparques.287,Point,-67.66982194,-15.7679832,geom,,Monte Verde,2,Parque,24,gustavo.nao,gustavo.nao,2016-06-08T20:20:46.613Z,
Feature,plazasparques.288,Point,-68.07440524,-16.54896292,geom,Auquisamaña,AUQUISAMAÑA,1,Plaza,18,clara.revollo,clara.revollo,2016-06-10T14:19:24.847Z,
Feature,plazasparques.289,Point,-68.07653834,-16.541346,geom,Max Fernandez,CALACOTO,1,Plaza,18,clara.revollo,clara.revollo,2016-06-10T14:20:34.420Z,
Feature,plazasparques.290,Point,-68.07778314,-16.53922506,geom,De San Miguel,CALACOTO,1,Plaza,18,clara.revollo,clara.revollo,2016-06-10T14:21:21.480Z,
Feature,plazasparques.291,Point,-68.07792299,-16.5471373,geom,Auquisamaña (Plazuela),AUQUISAMAÑA,1,Plaza,18,clara.revollo,clara.revollo,2016-06-10T14:22:23.373Z,
Feature,plazasparques.292,Point,-68.07316115,-16.53114529,geom,La Paz,ACHUMANI,1,Plaza,18,clara.revollo,clara.revollo,2016-06-10T14:24:30.027Z,
Feature,plazasparques.293,Point,-68.06999151,-16.52927755,geom,Achumani,ACHUMANI,2,Parque,18,clara.revollo,clara.revollo,2016-06-10T14:25:26.903Z,
Feature,plazasparques.294,Point,-68.06903595,-16.53047927,geom,Noel Kempff,ACHUMANI,1,Plaza,18,clara.revollo,clara.revollo,2016-06-10T14:27:31.970Z,
Feature,plazasparques.295,Point,-68.09219447,-16.54472984,geom,Las Cholas - La Florida,CALACOTO,2,Parque,18,clara.revollo,clara.revollo,2016-06-10T14:39:51.103Z,
Feature,plazasparques.296,Point,-68.0645633,-16.54162129,geom,Laguna de Cota Cota,COTA COTA,2,Parque,18,clara.revollo,clara.revollo,2016-06-10T14:41:18.697Z,
Feature,plazasparques.297,Point,-68.07468915,-16.52809933,geom,Gimnasio,ACHUMANI,2,Parque,18,clara.revollo,clara.revollo,2016-06-10T15:05:56.580Z,
Feature,plazasparques.298,Point,-68.06958645,-16.55400134,geom,Auquisamaña,AUQUISAMAÑA,2,Parque,18,clara.revollo,clara.revollo,2016-06-10T15:08:33.387Z,
Feature,plazasparques.299,Point,-68.12442126,-16.50267145,geom,Laikakota,Miraflores,2,Parque,2,carlos.medrano,carlos.medrano,2016-06-13T20:55:13.267Z,
Feature,plazasparques.300,Point,-68.09402274,-16.54409857,geom,De las Heroínas Paceñas,Següencoma Bajo,1,,21,gustavo.nao,gustavo.nao,2018-09-11T22:08:51.793Z,
