type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Zona,properties/Direccion,properties/Telefono,properties/Celular,properties/Fax,properties/Email,properties/PaginaWeb,properties/CategoriaActual,properties/Simple,properties/Doble,properties/Triple,properties/Fuente,properties/IdTipo,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,hospedajes.104,Point,-68.13859041,-16.49722704,geom,Fuentes,Rosario,c. Linares Nº 888,2334145,,,hotelfuentes@gmail.com,http://www.hotelfuentesbolivia.com,**,Bs. 80,Bs. 160,Bs. 210,empresa,4,1,,gustavo.nao,2019-06-19T21:49:57.333Z,,
Feature,hospedajes.105,Point,-68.14102791,-16.49744347,geom,Galería,Rosario,c. Santa Cruz Nº583,,,,hotelgaleria@hotmail.com,,**,$ 20,$ 35,$ 45,empresa,4,0,,jeanine.blanco,2019-11-25T19:02:14.637Z,,
Feature,hospedajes.106,Point,-68.13582488,-16.49559645,geom,Gloria,Central,c. Potosí  Nº  909,2407070,,,gloriatr@ceibo.entelnet.bo,http://www.hotelgloria.com.bo,***,$54,$71,,GBT,4,1,,gustavo.nao,2019-06-19T21:54:42.043Z,,
Feature,hospedajes.107,Point,-68.13628368,-16.50944485,geom,Ichiban,Sopocachi,c. Eduardo Berdecio Nº 1800,,,,ichibanhotel@acelerate.com,,***,,,,,4,6,,gustavo.nao,2019-06-19T21:55:14.120Z,,
Feature,hospedajes.108,Point,-68.14051306,-16.49494482,geom,Inca´s Room,Rosario,c. Illampu Nº670,2451747,,,gloriatr@ceibo.entelnet.bo,,***,,,,empresa,4,1,,gustavo.nao,2019-06-19T21:56:42.687Z,,
Feature,hospedajes.109,Point,-68.13673407,-16.49685671,geom,La Casona Hotel Boutique,Central,Av. Mariscal Santa Cruz Nº 938,2900505,,,info@lacasonahotelboutique.com,http://www.lacasonahotelboutique.com,****,$88,$105,$128,,4,6,,gustavo.nao,2019-06-19T22:02:03.060Z,,
Feature,hospedajes.110,Point,-68.1437219,-16.49658136,geom,La Joya,Gran Poder,c. Max Paredes  Nº 541,,,,joyahot@entelnet.bo,http://www.hotelajoya.com.bo,**,$17,$32,$40,pagina,4,7,,gustavo.nao,2019-06-19T22:04:39.473Z,,
Feature,hospedajes.111,Point,-68.1327383,-16.49354731,geom,La Paz,Central,Av. Sucre # 1081 Esq. Junin,2280021,,,reservas@hotellapazbolivia.com,http://www.hotellapazbolivia.com,,,,,,4,11,,gustavo.nao,2019-06-19T22:05:09.453Z,,
Feature,hospedajes.112,Point,-68.13779094,-16.49407381,geom,La Valle,Rosario,c. Evaristo Valle Nº 153,2456085,,,info@lavallehotel.com,http://www.lavallehotel.com,**,Bs. 90,Bs. 160,Bs. 195,,4,1,,gustavo.nao,2019-06-19T22:05:46.420Z,,
Feature,hospedajes.113,Point,-68.14002809,-16.49611536,geom,Las Brisas,Rosario,c. Illampu Nº 742,,72099993,,hotel.brisas@hotmail.com,http://www.lasbrisas-hotel.com,***,Bs. 175,Bs. 265,,GBT,4,1,,gustavo.nao,2019-06-19T22:06:19.547Z,,
Feature,hospedajes.114,Point,-68.14271391,-16.48815263,geom,Latino,Norte,Av. Perú Nº 171,,71534112,,hotellatino@gmail.com,http://www.hotellatino.com.bo,**,$12,$19,$27,,4,11,,gustavo.nao,2019-06-19T22:06:36.420Z,,
Feature,hospedajes.115,Point,-68.12983445,-16.50721521,geom,Madre Tierra,Sopocachi,Av.  20 de Octubre esq. Aspiazu Nº 2080,2419910,,,reservas@hotelmadretierra.com,http://www.hotelmadretierra.com,***,Bs. 310,Bs. 390,Bs. 490,empresa,4,3,,gustavo.nao,2019-06-19T22:07:11.363Z,,
Feature,hospedajes.116,Point,-68.13933562,-16.49643749,geom,Majestic,Rosario,c. Santa Cruz esq. Illampu Nº 359,,,,hot.majestic@gmail.com,,***,Bs 100,Bs. 160,Bs. 220,empresa,4,1,,gustavo.nao,2019-06-19T22:07:39.413Z,,
Feature,hospedajes.117,Point,-68.13878375,-16.49988978,geom,Miltón,Rosario,c. Illampu Nº 1124,,,,h_milton@acelerate.com,http://www.khainata.com-hotelmilton,**,Bs.124,Bs. 187,Bs. 249,pagina,4,6,,gustavo.nao,2019-06-19T22:08:20.430Z,,
Feature,hospedajes.118,Point,-68.14143559,-16.48805064,geom,Mirador,Norte,Av. Perú  Nº  287,,,,,,*,Bs. 70,Bs. 80,Bs. 100,empresa,4,11,,gustavo.nao,2019-06-19T22:08:44.040Z,,
Feature,hospedajes.119,Point,-68.13682364,-16.49374527,geom,Monte Carlo,Norte,Av. Montes Nº 767,2406540,,,montecarlo@hotelesenbolivia.net,http://www.hotelesenbolivia.net,***,Bs. 250,Bs. 300,Bs. 360,empresa,4,1,,gustavo.nao,2019-06-19T22:10:03.417Z,,
Feature,hospedajes.120,Point,-68.13797057,-16.49507786,geom,Morumbi S.R.L.,Rosario,c. Figueroa Nº 800 entre Santa Cruz y Graneros,2112871,71941514,,morumbihotel_2000@hotmail.com,,**,Bs. 135,Bs. 190,Bs. 220,empresa,4,1,,gustavo.nao,2019-06-19T22:10:25.350Z,,
Feature,hospedajes.121,Point,-68.13748957,-16.49888682,geom,Nuevo Sol,Rosario,c. Linares Nº1011 esq. Juan XXIII,2900933,,,hotel.nuevosol@hotmail.com,http://www.nuevosolhotel.com,**,Bs. 100,Bs. 180,Bs. 250,empresa,4,6,,gustavo.nao,2019-06-19T22:13:24.440Z,,
Feature,hospedajes.122,Point,-68.08949299,-16.56770154,geom,Oberland,Mallasa,c. El Agrario Nº3118,,,,info@h-oberland.com,http://www.h-oberland.com,***,$ 55,$ 65,,,4,20,,gustavo.nao,2019-06-19T22:14:52.873Z,,
Feature,hospedajes.123,Point,-68.13803497,-16.49289738,geom,Oruro,San Sebastián,Plaza Alonzo de Mendoza S/N,2310755,70558455,,hoteloruro@hotmail.com,,*,Bs. 70,Bs. 130,Bs. 190,empresa,4,1,,gustavo.nao,2019-06-19T22:15:25.980Z,,
Feature,hospedajes.124,Point,-68.13550371,-16.50298574,geom,Osira,San Pedro,Plaza Mariscal Sucre Nº 1494,,,,ventas@hotelosira.com,http://www.hotelosira.com,***,$50,$75,,GBT,4,6,,gustavo.nao,2019-06-19T22:16:13.377Z,,
Feature,hospedajes.125,Point,-68.12867733,-16.50510752,geom,Palma Real Hotel Boutique,Central,c. Goitia Nº162 entre Capitan Ravelo y Arce,2445549,72056829,,palmareal_eco@hotmail.com,http://www.palmareal.com.bo,****,Bs. 300,Bs. 500,Bs. 600,,4,1,,jeanine.blanco,2019-11-25T19:06:02.707Z,,
Feature,hospedajes.126,Point,-68.13337056,-16.50196695,geom,Panamerican,San Pedro,c. Mexico Nº 1555,,77758486,,info@hotel-panamerican.com,http://www.hotel-panamerican.com,****,$22,$ 40,,,4,6,,gustavo.nao,2019-06-19T22:17:00.297Z,,
Feature,hospedajes.127,Point,-68.14097621,-16.4925027,geom,Pando,Norte,Av. Pando Nº 248,,76252501,,hotelpando@hotmail.com,,,,,,,4,1,,gustavo.nao,2019-06-19T22:18:02.783Z,,
Feature,hospedajes.128,Point,-68.13133129,-16.50298429,geom,Plaza,Prado,Av. 16 de Julio Nº. 1789,,,,plaza@plazabolivia.com.bo,http://www.plazabolivia.com.bo,*****,,,,pagina,4,1,,gustavo.nao,2019-06-19T22:18:47.450Z,,
Feature,hospedajes.129,Point,-68.13599894,-16.49586342,geom,Presidente,Central,c. Potosí Nº 920 esq. Genaro Sanjinez,2406666,,,contacto@hotelpresidente-bo.com,http://www.hotelpresidente-bo.com,*****,$120,$140,,,4,1,,nhuanquiri,2017-06-03T15:54:54.207Z,,
Feature,hospedajes.130,Point,-68.12723817,-16.50650255,geom,Radisson,Sopocachi,Av. Arce Nº 2177,,,,radisson@radissonbolivia.com.bo,http://www.radissonbolivia.com/lapazbo,*****,$90,$127,,,4,1,,nhuanquiri,2017-06-03T15:56:28.273Z,,
Feature,hospedajes.131,,,,geom,Rosario,Rosario,c. Illampu Nº  704,2451658,76751511,,reservas.lapaz@gruporosario.travel,http://www.gruporosario.com,***,$84,$84,,,4,,,,,,
Feature,hospedajes.132,Point,-68.14157628,-16.48807682,geom,Rossel,Norte,Av. Perú Nº 277 esq. Larecaja,,,,,,*,Bs. 140 b/p,Bs 200 b/p,,empresa,4,11,,gustavo.nao,2019-06-19T22:26:14.440Z,,
Feature,hospedajes.133,Point,-68.13868544,-16.49745656,geom,Sagárnaga,Rosario,c. Sagárnaga Nº 326,2350252,,,info@hotel-sagarnaga.com,http://www.hotel-sagarnaga.com,**,$22,$33,,,4,1,,gustavo.nao,2019-06-19T22:26:36.103Z,,
Feature,hospedajes.134,Point,-68.13967222,-16.4960834,geom,Sajama,Rosario,c. Illampu º775,2453302,76758041,,hotelsajama@hotmail.com,http://www.sajamahotel.com,***,$36,$49,$60,,4,1,,gustavo.nao,2019-06-19T22:27:36.203Z,,
Feature,hospedajes.135,Point,-68.13914857,-16.49299715,geom,Savoy SRL,Norte,Calle Chuquisaca(Paralela Av. America) # 675,2915467,73288860,,reservashotelsavoy@hotmail.com,http://www.hotelsavoybolivia.com,,,,,,4,1,,gustavo.nao,2019-06-19T22:28:10.003Z,,
Feature,hospedajes.136,Point,-68.14186765,-16.49380141,geom,Sayari,Rosario,Av. Manco Kapac Nº340,2464000,,,hotelsayari@hotmail.com,http://www.sajamahotel.com,***,$36,$49,$60,pagina,4,1,,gustavo.nao,2019-06-19T22:29:26.443Z,,
Feature,hospedajes.137,Point,-68.13764136,-16.49332863,geom,Select Confort,Norte,Calle José María Serrano #17 (Entre Montes y Alonso de Mendoza),,71566915,,hotelselect.bolivia@gmail.com,,,,,,,4,1,,gustavo.nao,2019-06-19T22:29:46.660Z,,
Feature,hospedajes.138,Point,-68.13903875,-16.49334059,geom,Señorial Montero,Rosario,Av. América Nº  120,,,,senioral_montero@yahoo.com,http://www.hotelsenorialmontero.com,***,Bs. 36,Bs. 46,Bs. 60,GBT,4,1,,gustavo.nao,2019-06-19T22:30:54.723Z,,
Feature,hospedajes.139,Point,-68.14117426,-16.49328981,geom,Sociedad Turística y Hotelera Cordillera Real SRL,Norte,Av. Idelfonso Muñecas esq. Pando N°494,2451093,70537307,,gerencia@hotelcordillera.com.bo,http://www.hotelcordillerareal.com.bo,***,Bs. 230,Bs. 370,Bs. 445,,4,1,,gustavo.nao,2019-06-19T22:32:19.083Z,,
Feature,hospedajes.140,Point,-68.14030099,-16.49577953,geom,Sol Andino,Rosario,Calle Aroma Esq. Illampu # 6,2457359,,,solandinohostal@gmail.com,,,,,,,4,1,,gustavo.nao,2019-06-19T22:38:14.090Z,,
Feature,hospedajes.141,Point,-68.12225553,-16.51082532,geom,Stannum Boutique Hotel,Sopocachi,Av. Arce Nº2631,2148393,77218299,,reservations@stannumhotels.com,http://www.stannumhotels.com,*****,$87,$102,,,4,1,,gustavo.nao,2019-06-19T22:40:35.387Z,,
Feature,hospedajes.142,Point,-68.13820114,-16.49403234,geom,Tiquina Palace,San Sebastián,pasaje Tiquina N°150 esq. Evaristo Valle,2457373,,,hotel@tiquinapalace.com.bo,http://www.tiquinapalace.com.bo,***,Bs. 160,Bs. 220,Bs. 280,,4,1,,gustavo.nao,2019-06-19T22:40:56.497Z,,
Feature,hospedajes.143,Point,-68.13456559,-16.49616295,geom,Torino,Central,c. Socabaya Nº 457,2406003,73078756,,hotel@hoteltorino.com.bo,http://www.hoteltorino.com.bo,*,,,,,4,1,,gustavo.nao,2019-06-19T22:41:09.073Z,,
Feature,hospedajes.144,Point,-68.14307424,-16.49475415,geom,Tumusla  Shoteg Ltda.,Rosario,Av. Tumusla Nº 580 casi Av. Buenos Aires,2453060,,,,,*,Bs. 40 b/c - 80 b/p,Bs. 80 b/c - 120 b/p,,empresa,4,1,,gustavo.nao,2019-06-19T22:41:47.637Z,,
Feature,hospedajes.145,,,,geom,Acuario,Miraflores,Av. Tejada Sorzano Nº 338,2212006,,,,,,Bs. 20 b/c,Bs. 40 b/c,Bs. 60 b/c,empresa,5,,,,,,
Feature,hospedajes.146,Point,-68.13278802,-16.49776527,geom,Casa Solariega,Central,c. Potosí Nº 1240 entre Ayacucho y Colón,,73599816,,lucemoro64@hotmail.com,,,Bs. 40,Bs. 70,Bs. 105,empresa,5,1,,carlos.medrano,2019-07-10T13:55:14.050Z,,
Feature,hospedajes.147,Point,-68.13840115,-16.49820137,geom,Inti Karka,Rosario,Diagonal Juan XXII Nº99 entre Illampu y Linares,2319252,,,,,,Bs. 35,Bs. 70,,empresa,5,6,,gustavo.nao,2019-06-19T22:59:32.630Z,,
Feature,hospedajes.148,Point,-68.13346707,-16.50185847,geom,La Paz City,San Pedro,c. México Nº 1539,2490322,,,keper92@gmail.com,,,,,,,5,6,,gustavo.nao,2019-06-19T22:57:33.147Z,,
Feature,hospedajes.149,Point,-68.13269662,-16.49331151,geom,Latino,Norte,c. Junín Nº 857,2285463,70122192,,gerencia_administrativa@residenciallatino.com,http://www.residenciallatino.com,,,,,empresa,5,11,,gustavo.nao,2019-06-19T22:58:13.243Z,,
Feature,hospedajes.150,Point,-68.13859414,-16.49816103,geom,Pachamama,Rosario,Pasaje Juan XXIII Nº 32 entre Illampu y Linares,2310291,,,,,,Bs. 60,Bs. 80,,empresa,5,6,,gustavo.nao,2019-06-19T22:58:56.843Z,,
Feature,hospedajes.151,Point,-68.13542902,-16.49170219,geom,Riosinhio I,Norte,Plaza Riosinhio esq. Sucre Nº 741,2280452,,,,,,Bs. 40,Bs. 80,Bs. 120,empresa,5,11,,gustavo.nao,2019-06-19T23:02:03.930Z,,
Feature,hospedajes.152,Point,-68.14347748,-16.49528742,geom,Santa Isabel,Rosario,c. Tumusla Nº613,2454790,,,,,,,,,empresa,5,7,,gustavo.nao,2019-06-19T23:02:40.760Z,,
Feature,hospedajes.153,Point,-68.07565892,-16.54006412,geom,The Biotope Boutique House,Calacoto,"Av Montenegro #184, La Paz",,67180533,,www.facebook.com/The-Biotope-Boutique-Guest-House,http://www.facebook.com/The-Biotope-Boutique-Guest-House,,,,,,5,18,carlos.medrano,clara.revollo,2019-07-10T20:21:37.220Z,,
Feature,hospedajes.154,Point,-68.08286709,-16.54079773,geom,ATIX,Calacoto,Calle 16 Nº8052 Calacoto entre Julio Patiño y Sanchez,,78961200,,,,,,,,,5,18,carlos.medrano,carlos.medrano,2019-07-10T13:37:10.983Z,,
Feature,hospedajes.155,Point,-68.09512491,-16.5597525,geom,Rio Selva Aranjuez,Aranjuez,"Avenida Hernan Siles Suazo n 10 sobre el Puente, La Paz",2411818,,,,,,,,,,5,20,carlos.medrano,jeanine.blanco,2019-11-25T19:53:58.223Z,,
Feature,hospedajes.156,Point,-68.08532315,-16.53827985,geom,Hotel de Transito La Paz,Calacoto,"Av. Inofuentes, C/16 de Calacoto, Nro. 2150",2772823,,2794920,,http://www.coe-ejercito.com.bo,,,,,,5,18,carlos.medrano,jeanine.blanco,2019-11-25T19:54:21.340Z,Telefono 2794913,
